0
777,730,704,774,659,655,688,788
777,730,704,774,659,655,688,787
777,730,704,774,659,654,688,791
778,730,704,774,658,654,688,792
778,730,704,774,659,654,687,795
778,730,704,774,659,654,688,794
777,730,704,774,658,654,687,797
777,730,704,774,658,654,687,801
777,730,704,773,658,654,687,798
777,730,704,774,658,654,687,798
777,730,704,774,658,654,687,800
778,730,704,774,658,654,687,800
777,730,704,774,659,654,688,794
777,730,704,774,658,654,687,797
778,730,704,774,659,654,687,794
778,730,704,774,659,654,688,793
777,730,704,774,659,654,688,792
777,730,704,774,658,654,687,795
778,729,704,774,658,654,687,795
777,730,704,774,658,653,687,796
777,730,704,774,658,654,687,797
777,730,704,774,658,654,687,798
777,730,704,774,658,654,687,796
778,730,704,774,658,654,687,795
778,730,704,774,658,654,687,794
778,730,704,774,659,654,688,793
778,730,704,774,658,654,688,794
777,730,704,774,658,654,687,796
778,730,704,774,658,654,687,799
777,730,704,774,658,653,687,798
777,730,704,774,658,654,687,798
778,730,704,774,658,654,687,798
778,730,704,774,658,654,687,797
777,730,704,774,658,654,687,795
777,730,704,774,658,654,687,796
778,730,704,774,658,654,687,797
777,730,704,774,658,654,687,798
778,730,704,774,658,654,687,799
777,730,704,774,658,654,687,799
777,730,704,773,658,654,687,799
777,730,704,774,658,654,687,799
777,730,704,774,658,654,687,799
777,730,704,774,658,654,687,802
777,730,704,774,658,654,687,796
778,730,704,774,659,654,688,793
777,730,704,774,659,654,687,793
777,730,704,774,659,654,688,794
777,730,704,774,658,654,688,794
777,730,704,774,658,654,687,794
777,730,704,773,659,654,687,793
777,730,704,774,659,654,688,793
777,730,704,774,659,654,688,794
777,730,704,774,658,654,688,793
777,730,704,774,659,654,688,793
777,730,704,774,659,654,687,794
778,730,704,774,658,654,687,795
777,730,704,774,658,654,687,795
777,730,704,774,658,654,687,797
777,730,704,774,658,654,687,799
777,729,704,774,658,654,687,798
777,730,704,773,658,653,687,797
777,730,704,774,658,654,687,794
777,730,704,774,659,654,687,795
777,730,704,774,658,654,688,792
777,730,704,774,659,654,688,791
777,730,704,774,659,654,688,792
777,730,704,774,659,654,688,793
778,730,704,774,659,654,688,792
777,730,704,774,659,654,688,790
777,729,704,774,659,655,688,789
777,730,704,773,659,654,688,789
777,730,704,774,659,655,688,787
777,730,704,774,659,655,688,787
777,730,704,774,659,655,688,787
777,730,704,774,659,655,688,787
777,730,704,774,659,655,688,788
778,730,704,774,659,655,688,788
777,730,704,774,659,654,688,789
777,729,704,774,659,654,688,791
777,730,704,774,659,654,688,790
777,729,704,773,659,654,688,789
777,730,704,774,659,655,688,789
777,730,704,774,659,654,688,790
777,730,704,774,659,654,688,791
777,730,704,774,659,654,688,792
778,730,704,774,659,654,688,792
777,730,704,774,659,654,687,792
777,730,704,774,659,654,688,792
777,730,704,774,659,654,688,791
777,730,704,774,659,654,688,791
777,730,704,773,659,654,688,790
777,730,704,774,658,654,687,795
777,730,704,774,659,654,688,791
777,730,704,774,659,654,688,790
777,730,704,774,659,654,688,790
777,730,704,774,659,654,688,790
777,730,704,774,659,654,687,790
777,729,704,774,659,654,688,790
777,729,704,773,659,654,688,789
777,729,704,774,659,654,688,790
777,729,704,774,659,655,688,790
777,730,704,774,659,654,688,789
777,730,704,774,659,655,688,789
777,729,704,774,659,654,688,790
777,730,704,774,659,654,688,790
777,729,703,774,659,654,688,789
777,729,704,774,659,655,688,788
777,729,704,774,659,655,688,789
777,729,704,774,659,655,688,789
777,729,704,774,659,655,688,788
777,729,703,774,659,655,688,788
777,729,704,774,659,655,688,788
777,730,703,774,659,655,688,789
777,729,704,774,659,655,688,788
777,730,704,774,659,655,688,788
777,729,704,774,659,655,688,788
777,729,704,774,659,655,688,788
777,729,704,774,659,655,688,788
777,729,704,773,659,655,688,788
777,729,704,774,659,655,688,788
777,729,704,774,659,655,688,788
777,729,704,773,659,655,688,788
777,730,704,774,659,655,688,788
777,729,704,774,659,655,688,789
777,729,704,774,659,655,688,789
777,729,704,774,659,654,688,789
777,729,703,773,659,655,688,788
777,729,704,773,659,655,688,788
777,729,704,773,659,655,688,786
777,729,703,774,659,655,688,787
777,729,703,773,659,655,688,788
777,729,704,774,659,655,688,786
777,729,704,774,659,655,688,787
777,730,704,774,659,655,688,787
777,729,704,774,659,655,688,787
777,729,704,774,659,655,688,787
777,729,703,774,659,655,688,787
777,729,704,774,659,655,688,788
777,729,704,773,659,655,688,788
777,729,704,774,659,655,688,788
777,729,703,773,659,655,688,788
777,729,704,773,659,655,688,788
777,729,703,774,659,655,688,788
777,729,704,774,659,655,688,788
777,729,704,774,659,654,688,789
777,729,704,774,659,655,688,788
777,729,703,774,659,655,688,788
777,729,704,774,658,655,688,789
777,729,704,773,659,655,688,788
777,729,703,774,659,655,688,788
777,729,704,774,659,655,688,788
777,729,704,774,659,655,688,788
777,730,704,774,659,654,688,788
777,729,704,774,659,655,688,789
777,729,704,774,659,655,688,788
777,729,704,773,659,655,688,787
777,729,703,774,659,655,688,787
777,729,704,774,659,655,688,786
777,729,704,774,659,655,688,786
777,729,703,774,659,655,688,787
777,729,704,773,659,655,688,788
777,729,704,774,659,655,688,787
777,729,704,773,659,655,688,787
777,730,704,774,659,655,688,786
777,729,703,774,660,655,689,780
777,729,704,773,660,655,689,779
777,729,703,774,659,655,688,780
777,729,703,773,659,655,689,780
777,729,704,774,659,655,689,781
777,729,703,774,659,655,688,780
777,729,703,773,659,655,688,780
777,729,703,774,659,655,688,781
777,729,704,774,659,655,688,781
777,729,704,774,659,655,688,781
777,729,704,774,659,655,688,781
777,729,704,774,659,655,688,781
777,729,703,774,659,655,688,781
777,729,704,773,659,655,688,781
778,730,704,773,659,655,688,780
778,730,704,772,658,653,685,786
777,738,707,774,658,652,686,789
777,739,707,774,659,653,686,787
778,740,708,773,660,655,685,787
777,741,708,774,660,655,684,790
778,740,707,773,661,656,684,790
778,740,707,773,661,656,684,791
778,740,707,773,661,656,684,792
778,740,706,772,661,656,684,792
778,740,706,772,661,656,684,789
778,740,706,772,662,656,685,789
778,740,706,772,662,656,685,789
778,740,706,772,662,657,685,789
778,739,706,771,662,656,685,789
778,739,706,772,662,656,685,789
778,739,706,772,662,657,685,790
778,739,706,772,662,657,685,790
777,739,706,772,662,656,685,791
778,739,705,772,661,656,685,791
778,739,706,772,662,657,685,790
778,739,706,772,662,657,686,789
777,739,706,772,662,657,686,789
778,739,705,772,662,657,686,789
777,738,705,771,662,657,686,789
778,738,705,771,662,657,686,788
778,738,705,771,662,657,686,790
777,738,705,771,662,657,686,790
777,738,705,771,662,657,686,789
777,738,705,771,662,657,686,789
778,738,705,771,661,657,686,791
778,738,705,771,662,657,686,790
778,738,705,771,662,657,686,789
778,738,704,771,662,657,686,789
777,738,704,771,662,657,686,789
777,738,704,771,662,656,686,789
778,738,704,771,662,657,686,788
777,738,704,771,662,657,686,788
777,738,704,771,662,657,687,788
777,738,704,771,662,657,686,789
778,738,704,771,662,657,687,788
778,738,704,771,662,657,687,788
778,738,704,771,662,657,687,787
778,738,704,771,662,657,687,786
777,738,704,771,662,657,687,786
777,738,704,770,662,657,687,786
777,738,704,771,662,657,687,785
777,738,704,771,662,657,687,784
777,738,704,771,662,657,687,784
777,738,704,771,662,657,687,784
778,738,703,771,662,657,687,784
777,738,704,771,662,657,687,784
777,738,704,771,662,657,687,784
778,738,704,771,662,657,687,784
778,738,704,771,662,657,687,783
777,738,704,770,662,657,687,784
777,738,704,771,662,657,687,784
778,738,704,771,662,657,687,784
777,738,704,771,662,657,687,784
777,738,704,771,662,657,688,785
777,742,705,772,661,656,692,784
777,754,710,776,658,652,707,786
777,754,709,776,658,652,706,788
777,754,709,776,658,652,705,788
776,754,709,776,657,651,705,789
776,753,709,776,657,651,704,789
776,753,709,776,657,651,704,789
776,753,709,776,658,652,704,783
776,753,709,776,658,652,704,783
776,753,708,776,658,652,704,784
776,753,708,776,657,652,704,785
776,753,709,775,657,651,703,786
776,753,708,776,658,652,704,783
776,753,708,775,658,652,704,782
778,751,707,776,659,654,708,773
777,752,709,777,659,654,708,771
777,752,709,777,659,654,708,771
777,751,708,777,659,654,708,771
777,750,708,777,659,654,708,771
777,750,708,776,659,654,708,771
777,750,707,776,659,654,708,771
777,749,707,776,659,654,708,772
777,749,707,776,659,654,708,772
777,749,707,776,659,654,708,772
777,749,707,776,659,654,708,772
777,748,707,776,659,654,708,772
777,748,706,776,659,654,708,771
777,748,706,776,659,654,708,772
777,747,706,776,659,654,708,772
777,747,706,775,659,654,708,772
777,747,706,775,659,654,708,772
777,747,705,775,658,654,708,772
777,747,705,775,659,654,708,772
777,747,705,775,659,654,708,771
777,746,705,775,659,654,708,772
777,746,705,775,659,654,708,771
777,746,705,775,659,654,708,772
777,746,705,775,659,654,708,772
777,746,705,775,659,654,708,771
777,746,705,775,659,654,708,771
777,746,705,775,658,654,708,771
777,746,705,775,658,654,708,772
777,745,705,775,659,654,708,771
777,745,704,774,659,654,708,771
777,745,704,775,659,654,708,771
777,745,704,774,659,654,708,772
777,745,704,774,659,654,708,771
777,745,704,774,659,654,708,771
777,745,704,774,659,654,708,771
777,745,704,774,659,654,708,771
777,745,704,774,659,654,708,771
777,745,704,774,659,654,708,771
777,745,704,774,659,654,708,771
777,745,704,774,659,654,708,771
777,745,704,774,658,654,708,771
777,744,704,774,659,654,708,771
777,744,704,773,659,654,708,771
777,744,704,774,659,654,708,770
777,744,704,774,659,654,708,771
777,744,704,774,659,654,708,771
777,744,704,774,659,654,708,771
777,744,704,774,658,654,708,771
777,744,704,774,659,654,708,771
777,744,704,774,659,654,708,771
777,744,704,774,659,654,708,770
777,744,704,773,658,654,707,771
777,747,707,774,658,652,704,774
777,748,708,774,658,653,699,778
777,743,706,773,659,654,693,780
777,741,705,772,660,655,690,781
777,739,704,771,661,656,690,781
777,739,703,770,661,656,689,780
777,738,703,770,662,657,689,780
777,738,703,770,662,657,689,781
777,737,703,770,662,657,689,781
777,737,703,770,662,657,689,779
777,737,703,769,662,657,689,779
777,737,703,769,662,657,689,780
777,737,703,769,662,657,690,780
777,737,703,769,662,657,690,780
777,737,702,769,662,657,689,779
776,737,702,769,662,657,690,779
777,737,702,769,662,657,689,779
777,737,702,769,662,657,690,779
777,737,702,769,662,657,690,780
777,737,702,769,662,657,689,782
777,736,702,769,662,657,690,782
777,737,702,769,662,657,689,784
777,737,702,769,662,657,689,783
777,737,702,769,662,657,689,785
777,736,702,769,662,657,689,783
777,736,702,769,662,656,689,786
777,736,702,769,662,657,689,784
777,736,702,769,662,657,690,782
777,736,702,769,662,657,690,782
777,736,702,769,662,657,690,782
777,736,702,769,662,657,690,782
777,736,702,769,662,656,690,782
777,736,702,769,662,657,690,784
777,736,702,769,662,657,690,784
777,736,702,769,662,657,690,784
776,736,702,769,662,657,690,784
777,736,702,769,662,657,689,785
777,736,702,769,662,657,690,784
777,736,702,769,662,657,690,784
777,736,702,769,662,657,690,781
777,736,702,769,662,657,690,781
777,736,702,768,662,657,690,780
777,736,702,769,662,657,690,780
777,736,702,769,662,657,690,780
777,736,701,769,662,657,690,780
776,736,702,769,662,657,690,779
777,736,702,769,662,657,691,778
777,736,702,769,662,657,690,779
777,736,702,769,662,657,690,779
777,736,702,769,662,657,690,778
777,736,702,769,662,657,690,778
777,736,702,769,662,657,690,779
